prod,insp,date,buydate,ingr_A,ingr_B,ingr_C,wtcd,gram,origin,label,A_P,B_P,C_P,ingr_extra,extra_P,duration,date_month,buydate_month,buydate_season,buydate_year
GGMD,K,2023-05-02,2023-05-18,128.9394,7.2134,5.8187,F3,2438.71,수성,0,0.052871969196829474,0.0029578752701223186,0.002385974552119768,2296.7385,0.9417841809809284,16,5,5,Spring,2023
KCMD,P,2023-06-16,2023-08-21,400.507,6.3311,6.7239,F3,796.11,수성,0,0.5030799763851729,0.007952544246398111,0.008445943399781438,382.548,0.48052153596864755,66,6,8,Summer,2023
KCMD,Y,2023-04-17,2023-04-30,318.8668,6.4859,6.1752,F2,684.76,오포,0,0.46566212979730126,0.009471785735148081,0.009018050119749986,353.23209999999995,0.5158480343478006,13,4,4,Spring,2023
KCMD,C,2023-05-14,2023-07-24,131.5295,6.4686,6.3466,F3,506.21,산천,0,0.25983188795164064,0.012778491140040696,0.012537484443215266,361.86529999999993,0.7148521364651033,71,5,7,Summer,2023
KCMD,L,2023-05-25,2023-11-16,127.7664,6.0555,6.1285,F3,527.51,창하,0,0.2422065932399386,0.011479403234061915,0.01161778923622301,387.5596,0.7346962142897765,175,5,11,Fall,2023
KCMD,K,2023-06-05,2023-06-19,394.3448,6.1754,6.742,F3,767.9,오포,1,0.513536658419065,0.008041932543299908,0.008779789035030603,360.6377999999999,0.4696416200026044,14,6,6,Summer,2023
GBMD,K,2023-06-09,2023-07-07,401.5496,6.3805,6.6235,F3,969.71,산천,0,0.4140924606325602,0.006579802208907817,0.00683039259159955,555.1564000000001,0.5724973445669325,28,6,7,Summer,2023
JJBB,K,2023-06-09,2023-06-28,396.7005,6.2998,6.9791,F3,2101.42,산천,0,0.18877735055343528,0.002997877625605543,0.003321135232366685,1691.4406000000001,0.8049036365885925,19,6,6,Summer,2023
KCMD,L,2023-06-19,2023-08-10,400.3831,6.4033,6.6573,F1,781.54,산천,0,0.5123002021649564,0.008193182690585254,0.008518182050822736,368.0962999999999,0.4709884330936356,52,6,8,Summer,2023
KCMD,C,2023-05-17,2023-07-11,131.5694,5.7339,6.1713,F3,491.59,오포,0,0.26764051343599343,0.011663988282918694,0.01255375414471409,348.11539999999997,0.7081417441363738,55,5,7,Summer,2023
JJBB,Y,2023-04-01,2023-04-12,333.7982,5.953,6.4904,F3,1985.03,수성,0,0.16815776083988657,0.0029989471191871155,0.003269673506193861,1638.7884,0.8255736185347324,11,4,4,Spring,2023
KCMD,K,2023-05-13,2023-08-06,128.0641,6.925,5.9122,F3,486.39,창하,1,0.2632950924155513,0.014237546002179321,0.012155266350048316,345.4887,0.710312095232221,85,5,8,Summer,2023
GBMD,C,2023-06-06,2023-06-22,406.042,6.3837,6.6944,F3,989.64,창하,0,0.41029263166403945,0.0064505274645325576,0.0067644800129339966,570.5199,0.576492360858494,16,6,6,Summer,2023
GBMD,C,2023-04-03,2023-06-13,324.6167,5.7699,6.1513,F3,896.96,오포,1,0.3619076658936853,0.006432728326792722,0.0068579423831608985,560.4221,0.624801663396361,71,4,6,Summer,2023
JJBB,Y,2023-05-23,2023-05-31,131.5161,6.4255,5.4286,F3,1783.89,수성,0,0.07372433277836637,0.0036019597620929543,0.0030431248563532504,1640.5198,0.9196305826031874,8,5,5,Spring,2023
KCMD,C,2023-06-01,2023-08-04,395.4653,6.2856,6.6519,F3,761.0,오포,0,0.519665308804205,0.008259658344283837,0.008740998685939553,352.5972,0.4633340341655716,64,6,8,Summer,2023
GBMD,L,2023-06-21,2023-06-25,397.3451,6.2903,6.7626,F3,989.39,창하,0,0.401606141157683,0.006357755788920446,0.006835120629883059,578.992,0.5852009824235135,4,6,6,Summer,2023
KCMD,K,2023-06-20,2023-09-30,393.1131,6.2353,6.7725,F3,796.89,창하,0,0.49330911418138007,0.00782454291056482,0.008498663554568384,390.76910000000004,0.49036767935348674,102,6,9,Fall,2023
GBMD,K,2023-04-15,2023-09-06,321.6201,5.8849,6.3022,F3,899.77,산천,0,0.35744701423697167,0.006540449225913289,0.007004234415461729,565.9628,0.6290083021216534,144,4,9,Fall,2023
KCMD,K,2023-05-10,2023-09-01,128.2749,5.8329,6.3701,F3,521.17,창하,0,0.24612871040159642,0.011191933534163518,0.012222691252374466,380.6921,0.7304566648118657,114,5,9,Fall,2023
KCMD,C,2023-06-27,2023-07-20,399.4378,6.242,6.7961,F3,789.98,창하,0,0.5056302691207372,0.007901465859895186,0.008602876022177776,377.5041,0.4778653889971898,23,6,7,Summer,2023
KCMD,C,2023-05-11,2023-05-31,131.5769,5.5516,6.0936,F2,511.06,산천,0,0.25745881109850116,0.010862912378194341,0.011923453214886706,367.8379,0.7197548233084178,20,5,5,Spring,2023
GBMD,C,2023-05-01,2023-10-25,131.5595,5.7692,5.9516,F2,799.95,수성,0,0.16445965372835802,0.007211950746921682,0.0074399649978123625,656.6697,0.820888430526908,177,5,10,Fall,2023
GBMD,P,2023-04-07,2023-05-24,317.6379,5.9792,6.2697,F3,897.48,오포,0,0.3539219815483353,0.006662209742835494,0.006985893836074342,567.5932,0.6324299148727548,47,4,5,Spring,2023
KCMD,C,2023-06-04,2023-06-07,401.8773,6.3008,6.996,F2,765.42,오포,0,0.5250415458179823,0.008231820438452091,0.009140079956102533,350.2459,0.4575865537874631,3,6,6,Summer,2023
JJBB,C,2023-05-07,2023-06-14,131.5672,6.3621,6.8517,F2,1786.01,수성,0,0.0736654330042945,0.003562186101981512,0.0038363167059534942,1641.229,0.9189360641877705,38,5,6,Summer,2023
JJBB,C,2023-06-16,2023-06-18,395.1196,6.6005,6.4575,F2,2065.36,오포,0,0.1913078591625673,0.0031958108997947087,0.0031265735755509933,1657.1824000000001,0.8023697563620871,2,6,6,Summer,2023
KCMD,L,2023-04-15,2023-06-09,323.9918,5.9777,6.2604,F1,699.5,산천,0,0.46317626876340245,0.00854567548248749,0.008949821300929235,363.27009999999996,0.5193282344531808,55,4,6,Summer,2023
GBMD,Y,2023-05-10,2023-08-21,131.5338,6.0515,6.1692,F2,722.73,창하,0,0.181995766053713,0.008373113057435003,0.008535967788800797,578.9755,0.8010951531000512,103,5,8,Summer,2023
GBMD,Y,2023-05-20,2023-07-07,131.5289,5.7337,6.3969,F2,728.66,창하,0,0.1805079186451843,0.007868827711140999,0.008778991573573409,585.0005,0.8028442620701013,48,5,7,Summer,2023
JJBB,Y,2023-05-19,2023-12-08,131.5216,6.5408,5.6885,F3,1823.57,산천,0,0.07212314306552532,0.003586810487121416,0.003119430567513175,1679.8191,0.9211706158798401,203,5,12,Winter,2023
KCMD,C,2023-05-02,2023-09-02,131.5956,6.3345,6.0162,F2,513.79,산천,0,0.2561272115066467,0.012328967087720666,0.011709453278576852,369.8437,0.7198343681270559,123,5,9,Fall,2023
KCMD,K,2023-06-10,2023-06-13,399.0546,6.3658,6.9237,F3,784.31,수성,1,0.508797031785901,0.008116433553059377,0.008827759431857303,371.9659,0.47425877522918236,3,6,6,Summer,2023
GBMD,L,2023-05-10,2023-08-08,129.9634,6.2346,6.9278,F1,721.7,오포,0,0.18007953443258973,0.008638769571844257,0.009599279479007898,578.5742,0.8016824165165581,90,5,8,Summer,2023
KCMD,L,2023-05-14,2023-07-12,129.0714,7.0628,5.6452,F3,494.46,오포,0,0.26103506855964087,0.01428386522671197,0.011416899243619303,352.68059999999997,0.7132641669700279,59,5,7,Summer,2023
GBMD,K,2023-06-08,2023-06-30,397.073,6.2711,6.8098,F3,982.24,오포,0,0.4042525248411793,0.006384488516044958,0.0069329288157680405,572.0861,0.5824300578270076,22,6,6,Summer,2023
KCMD,C,2023-04-06,2023-09-16,323.6569,7.593937499999999,6.3352,F3,682.91,오포,0,0.47393785418283524,0.011119968224216953,0.009276771463296776,345.3239625,0.505665406129651,163,4,9,Fall,2023
KCMD,L,2023-04-26,2023-07-22,315.3905,5.7628,6.3791,F3,661.55,창하,0,0.4767447660796614,0.008711057365278514,0.009642657395510545,334.01759999999996,0.5049015191595495,87,4,7,Summer,2023
KCMD,C,2023-05-04,2023-07-11,131.5769,6.791,6.278,F3,510.59,산천,0,0.25769580289469046,0.013300299653342213,0.012295579623572729,365.9441,0.7167083178283946,68,5,7,Summer,2023
KCMD,K,2023-05-14,2023-05-24,127.9901,5.7857,5.7162,F3,495.19,오포,0,0.258466649164967,0.011683798138088411,0.011543447969466264,355.698,0.7183061047274784,10,5,5,Spring,2023
KCMD,Y,2023-06-26,2023-09-07,401.6258,6.2689,6.5875,F2,791.91,수성,1,0.5071609147504136,0.007916177343384982,0.008318495788662854,377.4278,0.4766044121175386,73,6,9,Fall,2023
KCMD,L,2023-06-19,2023-08-02,403.018,6.1297,6.8298,F3,796.31,창하,0,0.5061069181600131,0.00769763031985031,0.008576810538609335,380.3325,0.4776186409815273,44,6,8,Summer,2023
JJBB,C,2023-05-04,2023-05-23,131.5443,6.4268,6.5377,F3,1786.4,오포,0,0.0736365315718764,0.0035976265114196146,0.003659706672637707,1641.8912,0.9191061352440663,19,5,5,Spring,2023
GBMD,P,2023-05-15,2023-06-17,129.0064,7.4382,5.2643,F3,788.46,수성,0,0.16361819242574133,0.009433833041625447,0.006676686198412094,646.7511000000001,0.8202712883342211,33,5,6,Summer,2023
KCMD,K,2023-06-20,2023-06-23,390.7036,6.4682,6.7196,F3,777.28,산천,0,0.5026548991354467,0.008321582955948951,0.008645018526142445,373.38859999999994,0.48037849938246185,3,6,6,Summer,2023
KCMD,L,2023-06-08,2023-09-06,399.4304,6.6005,6.6514,F3,781.66,산천,0,0.5110027377632219,0.008444208479390017,0.008509326305554845,368.9776999999999,0.4720437274518332,90,6,9,Fall,2023
JJBB,K,2023-06-11,2023-09-16,396.4885,6.2156,6.7486,F3,2101.85,산천,0,0.1886378666412922,0.0029572043675809407,0.003210790494088541,1692.3972999999999,0.8051941384970382,97,6,9,Fall,2023
JJBB,P,2023-04-02,2023-05-10,322.7187,6.4768,6.1712,F3,1982.88,수성,0,0.16275251149842654,0.0032663600419591703,0.003112240781086097,1647.5133,0.8308688876785282,38,4,5,Spring,2023
JJBB,L,2023-06-14,2023-10-02,402.7838,6.4753,6.8986,F3,2057.75,수성,0,0.1957399100959786,0.0031467865386951765,0.0033524966589721784,1641.5923,0.7977608067063541,110,6,10,Fall,2023
JJBB,L,2023-05-15,2023-06-07,128.8445,7.593937499999999,5.7766,F3,1783.69,수성,0,0.07223480537537352,0.004257431224035566,0.0032385672398230632,1641.4749625,0.9202691961607677,23,5,6,Summer,2023
KCMD,L,2023-04-26,2023-05-24,334.2102,6.9762,5.6039,F3,714.94,산천,0,0.4674660810697401,0.009757741908411895,0.007838280135395977,368.14970000000005,0.5149378968864521,28,4,5,Spring,2023
KCMD,C,2023-06-22,2023-09-13,399.2345,6.2496,6.8609,F2,777.2,산천,0,0.5136830931549151,0.008041173443129181,0.00882771487390633,364.855,0.4694480185280494,83,6,9,Fall,2023
KCMD,Y,2023-04-27,2023-06-02,327.9579,6.0098,5.9396,F2,685.05,창하,0,0.4787357127216992,0.008772790307276842,0.00867031603532589,345.1427,0.5038211809356982,36,4,6,Summer,2023
KCMD,C,2023-04-29,2023-06-16,318.8031,6.2176,6.3812,F3,672.44,창하,0,0.4740989530664445,0.0092463268098269,0.009489619891737551,341.0381000000001,0.507165100231991,48,4,6,Summer,2023
GBMD,Y,2023-05-13,2023-07-07,131.5443,5.8969,5.7997,F3,708.18,오포,0,0.18574980937049904,0.00832683780959643,0.008189584568894914,564.9390999999999,0.7977337682510096,55,5,7,Summer,2023
KCMD,Y,2023-06-25,2023-08-13,406.4938,6.3949,6.9237,F2,773.66,오포,0,0.5254165912674819,0.008265775663728252,0.008949280045498022,353.84759999999994,0.4573683530232918,49,6,8,Summer,2023
KCMD,K,2023-06-22,2023-09-12,394.1731,6.3195,6.7511,F3,789.03,창하,0,0.4995666831425928,0.008009201171058135,0.008556201918811707,381.7863,0.48386791376753735,82,6,9,Fall,2023
KCMD,L,2023-04-06,2023-04-08,326.59,7.5128,5.4498,F3,691.58,오포,1,0.4722374851788657,0.010863240695219642,0.007880216316261315,352.02740000000006,0.5090190578096533,2,4,4,Spring,2023
KCMD,L,2023-04-02,2023-06-11,315.6921,5.6878,5.9331,F2,673.16,오포,1,0.46897037851328066,0.008449402816566642,0.008813803553389982,345.847,0.5137664151167627,70,4,6,Summer,2023
JJBB,L,2023-04-11,2023-05-06,321.3115,7.2187,6.4149,F3,1976.32,오포,1,0.1625807055537565,0.0036525967454663216,0.0032458812338082904,1641.3748999999998,0.8305208164669688,25,4,5,Spring,2023
KCMD,Y,2023-06-29,2023-07-08,402.277,6.1262,6.7781,F2,790.39,산천,0,0.5089601336049292,0.007750857171775959,0.00857563987398626,375.2087,0.4747133693493086,9,6,7,Summer,2023
KCMD,C,2023-06-01,2023-06-05,392.4644,6.1644,6.8264,F3,781.34,수성,0,0.5022965674354314,0.007889523126935777,0.00873678552230783,375.88480000000004,0.481077123915325,4,6,6,Summer,2023
JJBB,L,2023-05-10,2023-06-27,130.0546,6.0125,5.411,F3,1788.8,수성,0,0.07270494186046511,0.0033611918604651166,0.0030249329159212877,1647.3219,0.9209089333631485,48,5,6,Summer,2023
KCMD,Y,2023-05-01,2023-05-25,131.5437,6.2018,5.8969,F3,498.1,오포,0,0.26409094559325436,0.012450913471190525,0.01183878739208994,354.45760000000007,0.7116193535434653,24,5,5,Spring,2023
JJBB,C,2023-06-28,2023-12-21,396.7623,6.4162,6.6667,F3,2096.91,산천,0,0.18921284175286493,0.0030598356629516765,0.003179297156291877,1687.0647999999999,0.8045480254278915,176,6,12,Winter,2023
GGMD,L,2023-04-16,2023-04-18,311.9442,6.6064,5.6858,F3,2672.95,창하,0,0.11670409098561516,0.0024715763482294844,0.002127162872481715,2348.7136,0.8786971697936737,2,4,4,Spring,2023
KCMD,C,2023-06-14,2023-09-23,401.0129,6.3008,6.7182,F2,796.15,수성,0,0.5036901337687621,0.007914086541480876,0.00843835960560196,382.11809999999997,0.479957420084155,101,6,9,Fall,2023
KCMD,L,2023-06-11,2023-06-19,404.8627,6.3547,6.7104,F3,770.3,오포,0,0.5255909385953526,0.008249642996235235,0.008711411138517462,352.37219999999996,0.4574480072698948,8,6,6,Summer,2023
KCMD,L,2023-05-21,2023-09-16,130.0159,5.9373,5.7401,F1,517.33,수성,0,0.25132101366632514,0.011476813639263138,0.011095625616144434,375.6367,0.7261065470782673,118,5,9,Fall,2023
KCMD,Y,2023-06-27,2023-08-12,400.519,6.306,6.9093,F2,784.13,수성,1,0.5107813755372196,0.008042033846428527,0.008811421575504063,370.39570000000003,0.47236516904084785,46,6,8,Summer,2023
KCMD,K,2023-04-25,2023-05-03,321.8253,5.8533,6.1777,F3,708.5,수성,0,0.4542347212420607,0.00826153846153846,0.008719407198306281,374.64369999999997,0.5287843330980945,8,4,5,Spring,2023
GGMD,L,2023-05-14,2023-09-08,128.489,6.3605,5.9361,F3,2431.14,수성,0,0.052851337232738556,0.002616262329606687,0.0024416940200893407,2290.3543999999997,0.9420907064175653,117,5,9,Fall,2023
KCMD,Y,2023-04-06,2023-05-30,322.7518,6.9227,6.6565,F3,673.53,창하,0,0.47919439371668676,0.010278235564859768,0.009883004468991732,337.19899999999996,0.5006443662494617,54,4,5,Spring,2023
KCMD,L,2023-06-04,2023-06-17,399.2792,6.2327,6.6589,F3,791.39,수성,1,0.5045289932902868,0.00787563653824284,0.008414182640670214,379.21919999999994,0.4791811875308002,13,6,6,Summer,2023
GBMD,L,2023-06-03,2023-06-23,397.3079,6.311,6.8846,F1,990.84,창하,1,0.4009808849057366,0.0063693431835614225,0.006948245932743934,580.3365000000001,0.5857015259779582,20,6,6,Summer,2023
KCMD,C,2023-05-10,2023-06-02,131.5362,5.6283,6.123,F3,496.13,오포,0,0.2651244633463004,0.011344405700118921,0.012341523391046702,352.8425,0.7111896075625339,23,5,6,Summer,2023
KCMD,L,2023-06-20,2023-08-07,393.5767,6.1054,6.7125,F3,758.24,오포,0,0.5190661268200042,0.008052067946824224,0.008852737919392277,351.84540000000004,0.46402906731377935,48,6,8,Summer,2023
KCMD,L,2023-04-02,2023-05-17,320.6962,7.0115,5.6572,F3,713.76,수성,0,0.449305368751401,0.009823329970858552,0.007925913472315624,380.3951,0.5329453878054248,45,4,5,Spring,2023
KCMD,C,2023-05-26,2023-06-06,131.5279,6.195,6.3314,F3,510.61,산천,0,0.25758974559840186,0.012132547345332053,0.012399678815534361,366.5557,0.7178780282407317,11,5,6,Summer,2023
KCMD,P,2023-05-03,2023-05-24,128.4272,5.6522,6.6034,F3,496.61,오포,0,0.25860776061698315,0.011381567024425604,0.013296953343670082,355.9272,0.7167137190149212,21,5,5,Spring,2023
KCMD,C,2023-06-11,2023-08-04,401.6961,6.0372,6.9098,F2,796.06,창하,1,0.5046053061327036,0.0075838504635329,0.008679998995050625,381.41689999999994,0.4791308444087129,54,6,8,Summer,2023
JJBB,L,2023-06-06,2023-06-16,397.3555,6.2494,6.8868,F3,2067.54,수성,0,0.19218757557290306,0.0030226259225940005,0.0033309150004353,1657.0483,0.8014588835040676,10,6,6,Summer,2023
GBMD,C,2023-05-26,2023-08-10,131.5057,7.4663,6.1325,F3,707.46,산천,0,0.18588429027789555,0.01055367087891895,0.008668334605490062,562.3555000000001,0.7948937042376956,76,5,8,Summer,2023
KCMD,L,2023-06-03,2023-06-29,400.5658,6.4699,6.5959,F1,754.12,창하,0,0.531169840343712,0.008579403808412454,0.008746485970402588,340.48839999999996,0.451504269877473,26,6,6,Summer,2023
KCMD,C,2023-05-01,2023-07-08,131.5952,6.4562,5.4796,F3,511.61,산천,0,0.2572178026230918,0.01261937804186783,0.010710502140302182,368.079,0.7194523171947381,68,5,7,Summer,2023
KCMD,L,2023-06-28,2023-07-25,394.9462,6.437,6.0051,F3,787.85,수성,0,0.5012961858221743,0.00817033699308244,0.007622136193437837,380.4617,0.48291134099130545,27,6,7,Summer,2023
GBMD,K,2023-06-23,2023-06-26,392.8391,6.4686,6.8387,F2,964.04,오포,1,0.4074925314302311,0.006709887556532924,0.007093792788680968,557.8936,0.578703788224555,3,6,6,Summer,2023
KCMD,Y,2023-04-23,2023-05-06,322.2202,7.4163,6.0861,F3,709.58,수성,0,0.45409989007581947,0.010451675639110458,0.008577045576256376,373.8574000000001,0.5268713887088138,13,4,5,Spring,2023
KCMD,K,2023-04-29,2023-05-11,319.2864,5.7428,5.8871,F2,706.06,수성,1,0.45220859417046716,0.008133586380760843,0.008337959946746736,375.14369999999997,0.5313198595020253,12,4,5,Spring,2023
GGMD,L,2023-06-23,2023-11-20,398.6537,6.1627,6.6485,F3,2823.37,오포,0,0.14119782387713975,0.002182746150876435,0.002354810031983056,2411.9051,0.8542646199400008,150,6,11,Fall,2023
KCMD,L,2023-06-05,2023-06-18,401.2914,6.4209,6.7037,F3,776.22,산천,0,0.5169815258560717,0.008272010512483573,0.008636340212826261,361.804,0.4661101234186184,13,6,6,Summer,2023
GBMD,L,2023-04-29,2023-09-12,314.3275,5.7444,6.2385,F3,979.46,수성,0,0.3209191799563024,0.005864864312988789,0.006369325955118126,653.1496000000001,0.6668466297755907,136,4,9,Fall,2023
KCMD,Y,2023-06-15,2023-08-30,399.3541,6.1592,6.8461,F3,784.62,산천,0,0.5089777216996763,0.007849914608345441,0.00872537024292014,372.2606,0.47444699344905816,76,6,8,Summer,2023
JJBB,L,2023-04-27,2023-05-16,320.553,5.9683,6.1213,F1,2023.92,산천,0,0.1583822483102099,0.002948881378710621,0.003024477252065299,1691.2774,0.8356443930590142,19,4,5,Spring,2023
JJBB,C,2023-06-15,2023-07-15,406.9818,6.2951,6.9555,F2,2112.89,산천,1,0.19261854616189203,0.002979378954891168,0.0032919366365499387,1692.6576,0.801110138246667,30,6,7,Summer,2023
GGMD,L,2023-06-08,2023-07-05,393.2104,6.3081,6.6329,F3,2756.28,창하,1,0.1426598168546011,0.0022886281509861112,0.0024064681382152757,2350.1286,0.8526450868561974,27,6,7,Summer,2023
JJBB,C,2023-05-01,2023-06-23,131.5567,6.6673,5.8137,F3,1792.26,오포,0,0.07340268711012911,0.0037200517782018236,0.0032437815941883433,1648.2223,0.9196334795174806,53,5,6,Summer,2023
GBMD,L,2023-05-13,2023-06-20,129.9618,6.1498,6.4624,F1,696.7,산천,0,0.18653911296110234,0.008827041768336442,0.009275728434046216,554.126,0.7953581168365149,38,5,6,Summer,2023
JJBB,C,2023-06-10,2023-10-07,393.3289,6.2704,6.9696,F3,2057.23,수성,1,0.19119344944415548,0.0030479819952071475,0.003387856486634941,1650.6611,0.8023707120740025,119,6,10,Fall,2023
GGMD,P,2023-04-02,2023-04-28,322.397,7.593937499999999,5.7675,F2,2632.05,수성,1,0.12248893448072794,0.0028851798028152954,0.00219125776486009,2296.2915625,0.8724346279515967,26,4,4,Spring,2023
GGMD,C,2023-05-11,2023-06-09,131.545,6.9807,5.5877,F3,2440.84,수성,1,0.05389333180380524,0.0028599580472296418,0.0022892528801560117,2296.7266,0.940957457268809,29,5,6,Summer,2023
JJBB,L,2023-06-23,2023-08-19,404.752,6.4146,6.6342,F1,2050.28,오포,1,0.19741303626821702,0.003128645843494547,0.003235753165421308,1632.4792000000002,0.7962225647228671,57,6,8,Summer,2023
JJBB,P,2023-04-22,2023-05-30,324.5803,7.593937499999999,5.689,F3,1972.96,수성,0,0.1645143844781445,0.003849007329089287,0.0028834847133241423,1635.0967625,0.8287531234794421,38,4,5,Spring,2023
GBMD,L,2023-05-07,2023-05-23,130.8632,5.9857,5.8521,F3,727.13,창하,0,0.17997221954808632,0.008231953020780327,0.008048216962578906,584.429,0.8037476104685545,16,5,5,Spring,2023
JJBB,K,2023-04-01,2023-08-31,311.9089,6.1684,5.9361,F3,2020.36,산천,0,0.154382832762478,0.0030531192460749573,0.00293813973747253,1696.3465999999999,0.8396259082539745,152,4,8,Summer,2023
KCMD,C,2023-04-09,2023-07-20,318.3742,7.0364,5.7779,F3,683.5,오포,0,0.4657998536942209,0.010294659839063644,0.00845340160936357,352.3115,0.5154520848573519,102,4,7,Summer,2023
JJBB,L,2023-04-03,2023-04-07,313.6917,6.2422,6.2608,F3,1969.64,창하,0,0.1592634694665015,0.003169208586340651,0.003178651936394468,1643.4453,0.8343886700107634,4,4,4,Spring,2023
GBMD,L,2023-04-20,2023-05-06,321.1727,5.9665,6.3552,F3,918.57,창하,0,0.34964422961777547,0.006495422232382943,0.00691857996668735,585.0756,0.6369417681831542,16,4,5,Spring,2023
KCMD,K,2023-04-22,2023-04-28,313.7247,6.3678,5.9378,F3,685.3,산천,0,0.4577917700277251,0.009291988909966438,0.008664526484751205,359.2697,0.5242517145775573,6,4,4,Spring,2023
JJBB,Y,2023-04-26,2023-05-08,325.6828,7.0889,5.9017,F3,1994.91,오포,0,0.16325688878195005,0.0035534936413171517,0.0029583790747452266,1656.2366000000002,0.8302312385019877,12,4,5,Spring,2023
JJBB,Y,2023-04-26,2023-05-01,324.0319,5.6216,6.1635,F2,1981.43,수성,0,0.16353436659382364,0.002837142871562457,0.003110632220164225,1645.613,0.8305178583144497,5,4,5,Spring,2023
KCMD,C,2023-06-05,2023-06-17,390.4679,6.5711,6.9322,F1,769.91,산천,0,0.507160447325012,0.008534893688872726,0.009003909547869232,365.93879999999996,0.475300749438246,12,6,6,Summer,2023
KCMD,L,2023-05-18,2023-09-03,130.7483,6.0554,6.4215,F3,518.8,산천,0,0.25202062451811874,0.011671935235158058,0.012377602158828065,375.5748,0.7239298380878951,108,5,9,Fall,2023
JJBB,C,2023-04-28,2023-05-22,321.7149,7.1628,6.1047,F2,1980.74,수성,0,0.16242156971636862,0.0036162242394256693,0.003082029948403122,1645.7576,0.8308801760958026,24,4,5,Spring,2023
KCMD,L,2023-06-08,2023-07-15,399.9844,6.2874,6.8571,F3,785.28,수성,0,0.5093525876120619,0.008006570904645478,0.008732044621026894,372.1511,0.47390879686226567,37,6,7,Summer,2023
KCMD,C,2023-06-26,2023-09-10,400.6298,6.4508,6.5163,F2,758.75,창하,0,0.5280129159802306,0.00850187808896211,0.008588204283360792,345.1531,0.45489700164744645,76,6,9,Fall,2023
JJBB,K,2023-04-29,2023-06-21,325.8407,6.8811,6.1205,F3,1994.38,창하,0,0.1633794462439455,0.0034502451889810363,0.0030688735346323165,1655.5377,0.8301014350324412,53,4,6,Summer,2023
GBMD,Y,2023-06-19,2023-07-20,401.0391,6.5336,6.7662,F3,978.12,오포,0,0.4100101214574899,0.006679752995542469,0.006917556128082444,563.7810999999999,0.5763925694188852,31,6,7,Summer,2023
KCMD,K,2023-05-28,2023-06-14,127.7826,5.8559,5.7288,F3,519.74,창하,0,0.24585869858005927,0.011266979643667989,0.011022434294070111,380.3727,0.7318518874822026,17,5,6,Summer,2023
KCMD,L,2023-06-20,2023-06-30,391.922,6.3866,6.8648,F3,747.05,창하,1,0.5246261963723982,0.008549093099524797,0.009189210896191688,341.87659999999994,0.4576354996318854,10,6,6,Summer,2023
GBMD,L,2023-05-22,2023-06-12,128.0907,5.9422,6.8714,F2,704.72,산천,0,0.18176112498580996,0.008432001362243159,0.009750539221250994,563.8157000000001,0.800056334430696,21,5,6,Summer,2023
KCMD,L,2023-05-06,2023-06-03,128.2332,7.593937499999999,6.1174,F3,503.19,오포,0,0.2548405174983605,0.01509159065164252,0.012157236829030783,361.2454625,0.7179106550209662,28,5,6,Summer,2023
KCMD,P,2023-04-19,2023-09-19,313.479,5.7183,5.6601,F3,686.58,산천,0,0.4565804421917329,0.008328672550904482,0.00824390457047977,361.72260000000006,0.5268469806868828,153,4,9,Fall,2023
KCMD,C,2023-06-05,2023-07-12,407.669,6.1333,6.7414,F2,787.21,산천,1,0.5178656267069778,0.007791186595698734,0.008563661538852402,366.66630000000004,0.4657795251584711,37,6,7,Summer,2023
GBMD,L,2023-05-01,2023-08-08,130.363,7.3329,6.2251,F3,800.26,수성,1,0.16290080723764777,0.0091631469772324,0.0077788468747657016,656.3389999999999,0.8201571989103541,99,5,8,Summer,2023
GBMD,K,2023-04-18,2023-08-25,327.5446,7.2782,5.6813,F3,899.29,오포,0,0.3642257781138454,0.008093273582492856,0.00631753939218717,558.7858999999999,0.6213634089114745,129,4,8,Summer,2023
GBMD,Y,2023-05-05,2023-06-08,131.485,7.0297,5.8011,F3,705.95,오포,0,0.18625256746228488,0.00995778737870954,0.00821743749557334,561.6342000000001,0.7955722076634323,34,5,6,Summer,2023
KCMD,C,2023-06-16,2023-09-16,393.4167,6.2578,6.6998,F2,755.22,창하,0,0.5209299277031858,0.008286062339450756,0.008871322263711236,348.8457000000001,0.4619126876936523,92,6,9,Fall,2023
KCMD,L,2023-04-13,2023-05-13,332.5372,6.9467,5.4202,F1,717.21,수성,0,0.46365388101114036,0.009685726635155672,0.00755734024902051,372.3059,0.5191030521046834,30,4,5,Spring,2023
GBMD,P,2023-05-03,2023-05-19,128.9189,5.8796,6.2267,F3,797.66,수성,0,0.16162136749993733,0.00737106035152822,0.0078062081588646795,656.6347999999999,0.8232013639896697,16,5,5,Spring,2023
KCMD,C,2023-06-09,2023-08-12,399.4243,6.3548,6.7599,F3,762.73,오포,1,0.5236771858980243,0.008331650780748103,0.008862769263041968,350.191,0.4591283940581857,64,6,8,Summer,2023
KCMD,C,2023-04-02,2023-04-16,322.2988,6.5375,5.9612,F2,703.72,수성,1,0.4579929517421702,0.009289916444040243,0.008470982777240947,368.92249999999996,0.5242461490365485,14,4,4,Spring,2023
GBMD,L,2023-06-14,2023-09-14,397.4795,6.361,6.6036,F1,970.53,오포,0,0.4095489062677094,0.006554150824807064,0.006804117337949368,560.0859,0.5770928255695342,92,6,9,Fall,2023
