prod,insp,wtcd,origin,ingr_C,ingr_extra,A_P,extra_P,duration,date_month,label
JJBB,Y,F2,창하,5.9042,1643.7214,0.1642306896151302,0.8298815047433443,105,4,0
GBMD,P,F3,창하,6.8714,586.3719,0.3992416757682943,0.5875528812913957,28,6,0
KCMD,L,F1,수성,5.8844,373.8007,0.253069143886704,0.7241813743534107,46,5,0
KCMD,K,F3,창하,5.8396,342.204,0.4720006850641131,0.5096340864074345,20,4,0
JJBB,L,F1,창하,6.7106,1653.0014,0.1918018909570726,0.8018867851304217,44,6,1
KCMD,K,F3,수성,6.8387,375.7285,0.5025496794666735,0.4807724789190157,36,6,0
KCMD,K,F3,산천,6.1854,363.3574,0.2553406994505167,0.7207899069647499,1,5,0
JJBB,C,F3,오포,5.1246,1638.5914625,0.1648746788582525,0.8286931111302167,17,4,0
JJBB,L,F2,산천,6.6096,1690.0596,0.1902734170715705,0.8034970381005809,5,6,0
KCMD,C,F2,오포,5.9105,350.16209999999995,0.471217452088309,0.5099349041766179,68,4,0
KCMD,Y,F3,창하,6.4254,334.92470000000003,0.2748659035842593,0.6995670064332861,28,5,1
JJBB,L,F3,산천,6.5589,1693.1546,0.0712861529749978,0.9218761433922816,7,5,0
KCMD,L,F3,오포,6.8411,356.3342,0.5143127825081467,0.4682200672763587,61,6,1
JJBB,Y,F2,산천,6.6291,1690.7248000000002,0.1878939164259359,0.8059590614840451,54,6,1
JJBB,C,F3,수성,5.6279,1649.1708999999998,0.1643582987197152,0.8293041908459132,6,4,0
KCMD,C,F2,수성,6.7543,376.5821,0.5085804042290126,0.4751105195427822,56,6,1
KCMD,C,F3,창하,6.2604,348.90739999999994,0.4746785761045083,0.5075681180081756,1,4,0
KCMD,Y,F3,창하,5.6171,385.0928625,0.4422295196751155,0.5392702177566168,14,4,0
KCMD,L,F3,산천,6.6005,365.8476,0.5106838699678407,0.4725064899841141,93,6,0
KCMD,Y,F3,수성,5.715,377.58720000000005,0.2526835919496082,0.7251252112459672,6,5,0
GBMD,L,F3,오포,6.0955,558.5962000000001,0.1840876349684063,0.7967539117659644,59,5,0
KCMD,K,F3,창하,5.8576,374.3765,0.2485078635938959,0.7286991980691373,106,5,0
JJBB,K,F3,수성,6.2532,1649.1043,0.0717179017448225,0.9210609124014209,16,5,0
GBMD,K,F3,산천,6.9999,556.4211,0.3601898208432491,0.6246027344977774,111,4,1
JJBB,C,F3,수성,5.9975,1654.3319,0.1589489371359407,0.8343202461103967,76,4,0
KCMD,C,F3,산천,6.4736,361.8029,0.4575757707464071,0.5241697090866945,76,4,0
KCMD,K,F3,오포,6.0719,356.0969,0.2579320776025491,0.7181399991933207,4,5,0
JJBB,K,F3,수성,6.925,1648.9704,0.1922018370917574,0.8014047433903577,210,6,0
KCMD,K,F3,창하,6.5048,344.0954,0.4744237173253176,0.507021778210002,107,4,1
GBMD,K,F3,산천,6.2375,556.4591,0.1840224706203096,0.7984662294987875,179,5,0
GBMD,P,F2,오포,6.8187,562.6422,0.1814883178566857,0.8001055161331607,154,5,0
KCMD,P,F2,수성,6.0707,375.81590000000006,0.4511634588168695,0.5318651287857346,23,4,1
KCMD,C,F2,창하,5.7707,341.3468,0.4787037721620063,0.5047492865275703,25,4,1
KCMD,K,F3,창하,7.0658,342.7478,0.5259797791672209,0.4559635492882798,73,6,0
GGMD,L,F3,창하,5.971,2353.501,0.1219148051485192,0.8737413637561767,4,4,0
KCMD,L,F3,수성,6.6736,369.2379,0.507428147957211,0.475883361257894,64,6,0
GBMD,K,F3,산천,6.2302,565.5707,0.1811537263122114,0.8010235674022038,44,5,0
KCMD,K,F3,산천,5.5268,369.27386250000006,0.4569184229960801,0.5244473420723741,34,4,0
GBMD,K,F3,산천,6.892,546.0328,0.4120975491793799,0.5741005772203004,28,6,0
KCMD,C,F3,산천,6.8154,372.2235,0.5083097728230471,0.4753265908133164,5,6,0
KCMD,L,F2,창하,5.8523,380.13180000000006,0.2461465525531301,0.7310929897105491,12,5,0
KCMD,L,F3,수성,6.7224,378.6916,0.5047771642300256,0.478514512440137,57,6,0
KCMD,C,F3,오포,6.2548,357.17080000000004,0.4600570611327583,0.5212422106446011,94,4,1
KCMD,L,F1,산천,6.2333,372.5966,0.2534559037547298,0.7229971863781895,15,5,0
GBMD,C,F2,산천,6.8388,567.1931999999999,0.3587158062269969,0.6268921383334991,25,4,0
KCMD,Y,F2,산천,5.8508,362.64310000000006,0.4590166681110436,0.5237933674206315,45,4,0
KCMD,L,F2,산천,5.5677,365.7887,0.4647555126713397,0.519040639100945,107,4,0
KCMD,K,F3,창하,6.2864,379.1906,0.4485948689032986,0.5345229771638004,11,4,0
KCMD,K,F3,오포,5.6005,360.4572,0.4684475558479449,0.5155132862332313,17,4,0
KCMD,Y,F2,창하,6.6116,344.9889999999999,0.5278005884448432,0.4551726412729407,68,6,0
KCMD,K,F3,창하,5.9268,351.082,0.2587739408897138,0.7160992922267322,1,5,0
GBMD,K,F3,창하,6.7949,576.6038,0.4060030617075062,0.5807211126889648,19,6,0
KCMD,L,F1,창하,6.6652,380.5873,0.5037371992130354,0.4799819653937345,13,6,1
JJBB,L,F1,창하,6.8364,1643.9168999999995,0.1918027262308274,0.8017346923845984,81,6,0
KCMD,L,F1,오포,6.675,362.2518,0.5170937298828376,0.4663986095017381,11,6,1
KCMD,C,F2,오포,6.8254,355.2962,0.5205097722626597,0.4626312842615138,6,6,0
KCMD,L,F3,오포,6.1221,348.2558,0.2650659894335311,0.7103926728270404,48,5,0
JJBB,C,F3,창하,6.7692,1707.7716,0.1884968007506565,0.805244977154955,196,6,0
KCMD,K,F3,오포,6.9153,348.6461,0.5214465175938537,0.4610318289409306,42,6,0
JJBB,C,F3,수성,6.768,1644.9584999999995,0.1943253197030357,0.799237425661756,23,6,0
JJBB,C,F3,오포,5.721,1652.4006000000002,0.0732178474182717,0.9201012311444464,48,5,0
GBMD,L,F3,산천,6.1146,562.5868625,0.1825365258588896,0.7980181884592471,4,5,0
JJBB,L,F2,수성,5.9595,1642.5713,0.16608389493475,0.8279464794269902,16,4,0
GBMD,K,F3,산천,6.5602,568.881,0.180030057999238,0.8027898903518056,29,5,0
KCMD,K,F3,창하,5.724,385.0834000000001,0.2432094633144421,0.7323483321288655,1,5,0
GBMD,Y,F2,오포,7.0657,560.7754,0.4057663364696871,0.5804587564305602,13,6,0
KCMD,Y,F2,산천,6.6923,365.102,0.5156156083063246,0.4677137110721102,13,6,1
JJBB,K,F3,수성,6.0621,1635.3188,0.1623553750514657,0.8312376672952683,10,4,1
KCMD,Y,F3,오포,6.8909,359.8938,0.5129444002244347,0.469608413690515,18,6,0
KCMD,L,F3,오포,5.8167,348.354,0.2671218478836518,0.7095653236648063,95,5,0
KCMD,K,F3,오포,5.6467,352.7231,0.4614103928349738,0.5213016168602761,15,4,0
KCMD,C,F1,창하,5.4392,348.53640000000007,0.4748510421962379,0.5062624736727432,4,4,0
GBMD,L,F2,창하,6.4836,588.6872999999999,0.1774207000273448,0.804877358490566,148,5,0
KCMD,L,F3,오포,6.5354,349.99120000000005,0.5181500378682186,0.465036605944646,48,6,1
KCMD,C,F2,오포,6.2521,364.1011,0.4631127727279214,0.519558070177942,111,4,0
JJBB,K,F3,수성,5.9596,1646.0454,0.1563309751628664,0.8377674063517916,3,4,0
KCMD,L,F3,창하,6.7218,344.25110000000006,0.5288606443961257,0.4536484153653555,39,6,0
KCMD,Y,F3,창하,6.4789,347.4597,0.4740123185861423,0.5083387464887641,91,4,0
JJBB,L,F1,오포,5.8056,1640.5907,0.1651903432186914,0.8284263546710968,64,4,0
JJBB,Y,F3,산천,6.0728,1688.3329,0.1586645669447067,0.8347793561402035,105,4,1
JJBB,L,F3,수성,6.7478,1655.8031,0.1908198724632058,0.8029498824042868,9,6,0
JJBB,K,F3,수성,6.6966,1642.1752,0.1971667353818543,0.7965344263090244,115,6,0
KCMD,C,F2,오포,5.9775,358.0448,0.4714906539384932,0.5116680004572997,1,4,1
JJBB,L,F3,산천,6.3041,1700.0483000000002,0.0709774097692174,0.9218550993406212,37,5,0
KCMD,K,F3,산천,6.3502,365.3103,0.4526292284715879,0.529688546696246,91,4,0
KCMD,C,F1,창하,5.7712,342.5495625,0.4775947453397915,0.502788143989432,25,4,0
KCMD,L,F2,수성,6.5071,311.48650000000004,0.4938417628475806,0.4871391260830128,20,4,0
GBMD,C,F3,오포,5.717,562.8706,0.1860106059534752,0.7959705861556954,31,5,0
KCMD,C,F2,산천,6.7241,364.2989625,0.4581432292412056,0.5213655472708018,31,4,1
KCMD,P,F3,창하,6.0041,383.0527,0.500203842371984,0.48288417416736,59,6,0
KCMD,P,F3,산천,6.0194,359.3083,0.4632606466706139,0.5188792294251013,21,4,0
KCMD,Y,F3,창하,6.4178,386.3723,0.2476058352941176,0.7272890352941176,25,5,0
JJBB,K,F3,오포,6.3712,1649.1187,0.1590458643153254,0.8347389920075319,34,4,0
KCMD,L,F1,오포,6.1104,347.9611,0.2652295762608377,0.7081880164448243,23,5,0
KCMD,C,F3,수성,5.6465,379.1178,0.4542356438960386,0.5291837190474862,17,4,0
GBMD,L,F3,산천,6.091,572.2292,0.182873343562561,0.7981994699400196,53,5,0
JJBB,C,F2,오포,6.7324,1641.4683000000002,0.1943796352657592,0.7993320347690585,29,6,1
KCMD,C,F3,오포,6.3262,357.9017,0.4635015681683504,0.5172812152220729,50,4,0
KCMD,L,F3,수성,6.5411,366.9668999999999,0.5086562799244287,0.4748659385594864,79,6,0
JJBB,L,F1,수성,6.8806,1643.0957,0.1924838264617124,0.8010451006488917,12,6,0
KCMD,Y,F3,오포,6.5466,349.5974,0.477500757871032,0.5046661758549507,87,4,0
KCMD,Y,F3,수성,6.1429,373.0921,0.4569887012822141,0.52627494957189,18,4,1
KCMD,L,F3,수성,6.4946,381.8265,0.2482816547310681,0.7272331631875667,23,5,1
KCMD,L,F1,수성,6.313,376.3787,0.4634285517241379,0.5191430344827586,32,4,0
GBMD,Y,F2,오포,5.6913,562.6265,0.1859649147606796,0.79532173249272,45,5,0
GGMD,C,F3,창하,7.0477,2343.3211,0.1435054701413877,0.8517141351361175,20,6,0
KCMD,Y,F3,산천,6.0442,355.5052,0.2631495779493539,0.7110957314877785,6,5,0
KCMD,C,F3,오포,5.9894,354.1383,0.4667043254182014,0.5155827157977493,51,4,0
KCMD,Y,F3,오포,5.4051,356.6018,0.262805209332055,0.712291866410994,20,5,0
JJBB,L,F2,수성,6.3058,1639.9067,0.0723099208354387,0.920726910336309,66,5,0
GGMD,L,F3,수성,5.8404,2294.0771,0.1233238777877065,0.8723224138258836,13,4,0
KCMD,C,F2,산천,5.513,368.676,0.4493856837606838,0.5322765072765073,99,4,1
GBMD,K,F3,창하,6.6351,590.7867000000001,0.3946108102687525,0.5924455475330928,19,6,0
KCMD,K,F3,산천,6.6794,365.0838000000001,0.4554343879668049,0.525996715076072,26,4,0
JJBB,K,F3,수성,6.5978,1645.9899,0.1621179680198045,0.8315810240735596,34,4,0
KCMD,Y,F3,창하,5.9544,380.3542,0.2503668659330617,0.7241255759052659,60,5,0
KCMD,K,F3,산천,6.2244,368.433,0.4563552479815456,0.5246315519671921,62,4,0
KCMD,K,F3,창하,6.7568,337.1984,0.530112679079251,0.4523238718677899,23,6,1
GGMD,C,F3,창하,6.0589,2362.197,0.0525011670916077,0.9425300152021164,151,5,0
KCMD,L,F1,창하,6.7703,384.1839,0.5008105153369609,0.4827704545168951,4,6,0
KCMD,K,F3,창하,5.9645,371.8336000000001,0.4505515374590034,0.5325374160376953,384,4,0
KCMD,K,F3,수성,5.6274,386.4289625,0.2432728684225475,0.7316928833809858,63,5,0
GBMD,P,F2,오포,5.8834,566.4418999999999,0.1822285237462167,0.8011228184312504,117,5,0
GBMD,L,F3,산천,6.8602,559.4214999999999,0.4140653593433361,0.5725559331054387,15,6,1
KCMD,C,F2,산천,6.2846,372.1266,0.255189517380509,0.7218470670391062,55,5,0
JJBB,Y,F3,수성,5.8796,1637.086,0.1939530212166977,0.80012805286335,76,6,0
KCMD,K,F3,수성,6.8523,376.38229999999993,0.5045664953175896,0.478906631718241,10,6,1
GGMD,K,F2,창하,6.0399,2348.2943,0.117010295014042,0.878159200631238,2,4,1
JJBB,K,F3,산천,6.6143,1684.6516,0.1921798367715992,0.8016996692602375,171,6,0
KCMD,L,F3,오포,6.5763,346.56970000000007,0.4677699832763545,0.5129122822596162,37,4,0
KCMD,C,F3,창하,6.8349,343.0998,0.523785654166277,0.4583770423908831,57,6,0
JJBB,L,F1,오포,6.1821,1640.1734,0.1665795707704559,0.8266919688309593,172,4,0
GGMD,Y,F2,수성,6.8982,2292.0730000000003,0.1472902385699858,0.847914131082166,74,6,1
KCMD,L,F3,오포,5.7025,351.9103,0.468827739711081,0.5119514395030478,59,4,0
GBMD,C,F2,산천,6.5525,554.5677000000001,0.4143451016826674,0.5724865283369465,11,6,0
GBMD,L,F3,창하,6.9095,581.5055,0.4017847338836992,0.5847273476857484,90,6,1
GBMD,L,F3,오포,6.0295,567.5640999999999,0.1834649276910319,0.7976671398254466,68,5,0
GBMD,C,F3,오포,7.0394,566.12,0.3637609540752454,0.6216863236036986,9,4,0
GBMD,K,F3,창하,5.8933,582.1856625,0.3457163726631664,0.6394693245974387,26,4,0
JJBB,L,F3,오포,5.9951,1643.7576,0.1628464915160914,0.8303357698155717,60,4,0
GBMD,C,F2,산천,5.9762,557.5146,0.417210173783414,0.5692525883722355,31,6,0
GBMD,K,F3,산천,6.3254,558.4312,0.1839990005711022,0.7973032552826956,12,5,0
KCMD,C,F2,수성,6.4173,374.352,0.2530719369109444,0.7200461627236007,25,5,0
KCMD,K,F3,오포,6.0329,352.8268625,0.4633074106619801,0.5167352995020504,36,4,0
KCMD,C,F3,수성,6.735,367.7266,0.5082929632020659,0.4747922530664945,13,6,1
GBMD,K,F3,산천,5.9423,564.8346000000001,0.3542712398930875,0.6316717923483824,13,4,1
GGMD,L,F3,수성,6.2633,2299.2764,0.1195087082922145,0.8760783536736382,223,4,0
GBMD,K,F3,수성,6.4307,662.6770999999999,0.3176154935275081,0.6701831512944983,15,4,0
KCMD,C,F3,수성,6.4216,367.2035,0.4529018159788833,0.5296535360383101,6,4,1
JJBB,Y,F3,수성,5.9652,1643.8298,0.164659321922749,0.8292245140917185,36,4,0
KCMD,L,F3,산천,5.848,369.361,0.459702338766832,0.5235450035435861,107,4,0
KCMD,C,F2,오포,6.9011,351.6808000000001,0.5227916492365613,0.4597375026145159,132,6,0
JJBB,L,F3,오포,6.1331,1654.005,0.072421111234829,0.920835653045318,114,5,0
JJBB,K,F3,창하,5.8735,1688.3496,0.1577974303601854,0.8362471767642746,36,4,0
KCMD,K,F3,산천,5.7244,368.4823,0.2532210083703383,0.7240191378158526,228,5,1
KCMD,L,F3,산천,5.322,357.1054,0.4692178626371256,0.5134291835003523,23,4,0
GGMD,K,F3,오포,6.1134,2413.0514,0.0501105848894738,0.9452604405376078,19,5,0
KCMD,P,F2,창하,6.0192,339.1736,0.2668086173391562,0.7087230708151367,21,5,0
JJBB,K,F3,산천,5.9633,1699.8492,0.1599738027256939,0.8339216436581992,26,4,0
JJBB,Y,F2,산천,5.7358,1696.3782,0.1602048051769241,0.8341585531362483,1,4,0
GBMD,L,F3,창하,6.2978,589.8182999999999,0.1790823936844688,0.8041916747337851,4,5,1
GBMD,K,F3,창하,6.7581,576.0166,0.4017105156230953,0.5851210840680996,19,6,0
JJBB,K,F3,산천,6.0786,1688.5693625,0.1601747002812176,0.8330797584981993,17,4,1
JJBB,L,F3,오포,5.5772,1644.4802625,0.0717025911552397,0.9209214715320128,62,5,0
KCMD,C,F3,창하,5.9679,390.0134,0.2460777748681306,0.7295151696532116,45,5,0
GBMD,K,F3,오포,6.2813,560.9303,0.182862152030446,0.7995357555197627,76,5,0
KCMD,L,F3,창하,6.3285,337.24710000000005,0.4708212092798161,0.5100376576631076,10,4,0
JJBB,K,F3,오포,5.7618,1633.1267,0.1613508084047581,0.8326883600932049,7,4,0
JJBB,Y,F2,수성,7.0319,1642.9518000000005,0.1924851765164813,0.8011272674078409,1,6,0
GBMD,L,F1,창하,6.7059,576.0447,0.3974138936342155,0.5892618431416676,4,6,0
KCMD,K,F3,수성,6.7364,380.3176,0.4996800925278664,0.4833787923079856,18,6,0
JJBB,C,F3,수성,6.0394,1645.5993,0.1646184427323984,0.8291718355562497,67,4,0
JJBB,C,F3,창하,5.8284,1648.3465,0.165337909186906,0.8288562880273546,153,4,1
KCMD,L,F1,창하,5.9132,346.7676,0.4664486202910579,0.5138972702214054,41,4,1
GBMD,L,F3,수성,6.5779,656.8232,0.3722674053451071,0.6157121028900325,29,6,1
KCMD,L,F3,창하,6.7356,348.21450000000004,0.5230982587228874,0.4596951774940924,9,6,1
JJBB,L,F3,오포,5.9837,1642.977,0.1630437903079069,0.8304070719527727,64,4,0
KCMD,C,F3,오포,6.1361,356.2633,0.4700448108465228,0.5116814121161636,43,4,0
KCMD,C,F2,창하,5.8544,376.9637,0.4533865998151312,0.5279455757541806,106,4,0
JJBB,L,F2,산천,5.9944,1695.1175,0.1582127183249997,0.8358814856455319,45,4,0
KCMD,L,F3,창하,6.4146,379.2107,0.4439075057507171,0.5384527021270553,66,4,1
KCMD,C,F2,수성,6.8945,376.1798,0.5138940782736832,0.4697667274407452,2,6,0
GBMD,L,F1,창하,6.9162,576.6533,0.3973917439437885,0.588926528861473,92,6,1
GBMD,C,F2,수성,6.1508,662.4543,0.163216337266287,0.8218934008262925,15,5,0
KCMD,K,F3,창하,6.1096,340.381,0.4727026704638645,0.507523819464118,65,4,0
JJBB,C,F3,수성,6.6219,1638.1051,0.1646110880629787,0.828774069839214,35,4,0
KCMD,L,F3,수성,5.4788,373.1973000000001,0.4508320644362539,0.5310829502924393,24,4,0
KCMD,C,F2,산천,5.717,365.0195,0.4669279041171399,0.515906746003703,34,4,1
GGMD,L,F3,수성,6.5615,2296.3779,0.1216118453590206,0.8736324727795658,117,4,1
KCMD,K,F3,오포,6.8014,356.3581,0.5156791126959988,0.4671955792123341,57,6,0
KCMD,K,F3,창하,6.8225,341.21490000000006,0.2673519199768527,0.7051934443847395,131,5,0
KCMD,K,F3,창하,6.8272,394.1359,0.4928589579103399,0.4909454291800051,81,6,0
KCMD,K,F3,산천,5.9233,365.8105000000001,0.2522703215103878,0.7224316691681808,16,5,0
GBMD,P,F3,창하,6.1548,583.4051999999999,0.1774861145651994,0.8060532205918924,46,5,0
KCMD,C,F2,창하,5.7436,338.7759,0.272504660894063,0.7017771471185317,38,5,0
GBMD,K,F3,창하,6.6997,578.2926,0.4070244768217233,0.5798756605533105,54,6,0
KCMD,K,F3,오포,6.0632,344.6183625,0.466701150622944,0.5129699803515875,65,4,0
KCMD,L,F3,산천,6.2089,362.9902,0.2546598565097283,0.7214066816384125,59,5,0
KCMD,L,F1,오포,6.7878,357.3459,0.5185518191626263,0.4645018263118898,87,6,1
JJBB,L,F1,산천,6.9024,1697.5124999999998,0.187683114441184,0.8060133614426939,5,6,1
GBMD,C,F2,창하,6.6854,580.3875,0.3986213048943676,0.5883657394266251,38,6,1
GBMD,K,F3,산천,6.003,555.7758625000001,0.3595140443434536,0.6251907966523056,9,4,0
KCMD,C,F3,수성,6.3131,372.81450000000007,0.2542537529704978,0.7202892250623081,106,5,1
KCMD,K,F3,창하,6.9023,345.0539,0.5274727231948494,0.4552342440993707,88,6,1
KCMD,L,F1,창하,6.0753,347.4877,0.4730665770988799,0.5074516991106502,50,4,0
KCMD,C,F2,창하,5.8383,336.6028,0.2737655310204166,0.7005406980374201,8,5,1
JJBB,Y,F3,수성,5.5226,1640.1895,0.0736880183815288,0.9191826384218784,4,5,0
KCMD,Y,F3,창하,6.7368,384.4832,0.5025287456990929,0.4810549890522365,29,6,1
KCMD,C,F3,산천,6.164,369.96386250000006,0.4585630229572039,0.5220243294154168,33,4,0
GBMD,L,F3,산천,7.0766,568.1584,0.4069495553198433,0.5794696475195823,33,6,0
JJBB,L,F3,산천,6.1083,1693.9456,0.1578852485721479,0.8361983838244224,36,4,0
GBMD,Y,F2,오포,6.9921,571.5015000000001,0.4101156022716956,0.5764997528572726,37,6,1
JJBB,K,F3,산천,5.8824,1694.5401,0.1643040924221656,0.8295183571568435,32,4,0
KCMD,K,F2,산천,6.9089,369.1419,0.5090564511988499,0.4738177080659239,79,6,0
KCMD,L,F3,산천,6.4658,368.5986,0.2540891647413557,0.7216951873751811,6,5,0
GBMD,L,F3,창하,5.8257,579.5648,0.1790781983282885,0.8047052289578184,33,5,1
KCMD,K,F3,산천,5.2398,356.8354,0.458950691433259,0.5227285245517403,21,4,0
KCMD,C,F3,창하,6.8344,338.2202,0.5331464348380922,0.4495935024193119,79,6,1
JJBB,L,F3,산천,6.424,1695.4643,0.0711357519939542,0.9217936617535925,19,5,0
JJBB,Y,F3,수성,5.9041,1652.3872,0.1606287773773219,0.8329194243516395,15,4,1
KCMD,L,F1,창하,6.6305,337.0499,0.5304505229283991,0.4519306784660767,41,6,0
KCMD,C,F2,창하,6.0087,336.9578,0.2735850037428262,0.7006524993761957,12,5,0
KCMD,Y,F2,창하,6.76,348.3793,0.5231677108751566,0.4595123656268549,5,6,1
KCMD,C,F2,창하,6.1279,380.7097,0.4525860867140666,0.5307537989683535,39,4,0
KCMD,L,F1,창하,6.4708,334.8251,0.4793731588785047,0.500673046728972,72,4,0
KCMD,L,F3,산천,5.9559,361.639,0.4631303775178594,0.5177291663684128,6,4,0
GGMD,C,F3,수성,5.9045,2297.297,0.0538814964726703,0.9411525887567904,41,5,0
GBMD,C,F3,산천,6.9318,558.6951,0.4111525078240817,0.5751679089112173,62,6,0
JJBB,K,F3,산천,6.8779,1684.9013,0.0700773754764095,0.9226471393525212,183,5,1
KCMD,C,F3,수성,6.9506,371.9766,0.5078715490797546,0.4754302147239263,9,6,0
KCMD,C,F3,산천,5.9769,361.1283,0.4700558002520925,0.5114479740542991,8,4,0
KCMD,K,F3,산천,6.6666,366.3869,0.5103589498683464,0.4729037379317465,41,6,1
JJBB,K,F3,수성,6.2299,1642.4176,0.0722151813628265,0.9202146995215204,49,5,0
JJBB,C,F2,수성,6.2285,1643.6895000000002,0.0735313156835561,0.9188372054022628,22,5,0
KCMD,L,F2,창하,6.9133,373.20990000000006,0.5054325821848566,0.4775741871089102,30,6,1
GGMD,L,F3,수성,5.4298,2290.8908,0.1225840307312388,0.8730395878111614,43,4,0
GBMD,L,F2,수성,6.8122,661.028,0.3722930885187289,0.6154765784303684,104,6,1
KCMD,L,F1,오포,5.4534,353.0784,0.2634803279679284,0.7112923306271278,16,5,0
GGMD,K,F3,오포,5.8143,2416.7831,0.1162912640425942,0.8789356904646739,78,4,0
KCMD,L,F3,오포,6.6153,355.1137,0.5182915499960746,0.4646503807604741,9,6,1
KCMD,K,F3,수성,6.4088,376.2517,0.4495279497836967,0.5319248169197275,17,4,1
KCMD,C,F3,창하,5.8966,344.2626,0.2695292430605346,0.705239373143501,212,5,0
KCMD,L,F1,오포,6.1526,352.0462,0.26458640690366,0.7114775368323195,21,5,0
GBMD,K,F3,수성,5.8507,664.4634,0.1589881447458258,0.8248568059090063,40,5,0
GGMD,Y,F3,수성,6.297,2297.3715,0.1210734910333178,0.8739838774718293,97,4,1
KCMD,K,F3,창하,6.0021,342.6093,0.2652837209302325,0.7082362790697674,17,5,0
GBMD,L,F1,창하,6.8164,575.3403000000001,0.4068366524228009,0.5798398572925906,19,6,0
JJBB,K,F3,수성,6.815,1638.215,0.1950802131217065,0.7985800010724331,41,6,0
JJBB,L,F3,창하,6.9058,1641.7493000000002,0.1961525083677028,0.7975425429072485,16,6,0
KCMD,K,F3,산천,6.5694,366.7172,0.5069787930765632,0.4765284058422995,29,6,0
KCMD,C,F2,창하,5.7979,342.7435,0.476637995677297,0.5039382176936762,62,4,0
KCMD,Y,F2,오포,6.9988,345.34899999999993,0.5280782843233999,0.4543766857443588,65,6,1
KCMD,C,F1,오포,6.8771,355.3501,0.2628694243957054,0.7104586440610192,14,5,0
GBMD,P,F3,오포,6.8034,568.1404,0.4081492038929837,0.5783894612534104,16,6,1
JJBB,L,F3,오포,6.6605,1640.3609,0.1942452733626752,0.7995247286356968,54,6,1
JJBB,L,F3,창하,5.8999,1649.6979,0.1623569542697059,0.831216065058347,8,4,0
KCMD,Y,F2,창하,6.7183,390.5942,0.4979164853202681,0.485710981508885,102,6,1
KCMD,L,F3,창하,7.0042,387.1142,0.4963388308110352,0.4869912317117661,16,6,0
KCMD,K,F3,수성,6.0543,370.61189999999993,0.4490849241030359,0.5327332969181232,51,4,1
KCMD,L,F1,수성,6.231,372.0474,0.4568083151974223,0.525772872445663,18,4,1
JJBB,K,F3,수성,6.7602,1636.6767,0.1939830065423346,0.799677866974158,79,6,0
KCMD,L,F3,창하,5.7382,386.9554625,0.5010749096348,0.4823076935061697,34,6,1
JJBB,Y,F3,수성,6.7614,1654.0366000000004,0.1924151743980469,0.8011685952735006,73,6,1
KCMD,K,F3,창하,6.2438,350.059,0.470126386456509,0.5108858727378868,1,4,0
KCMD,C,F3,오포,5.7827,348.49940000000004,0.4761915779058262,0.507099994179617,2,4,0
KCMD,C,F2,창하,5.8608,378.5334,0.2517598759761139,0.7244935691318328,35,5,0
JJBB,L,F1,산천,6.3567,1685.1053,0.0714787237534603,0.9219006379044348,34,5,0
GBMD,Y,F2,창하,5.7601,589.3987,0.1794273320055657,0.8040251821133332,98,5,1
GBMD,L,F3,수성,6.7827,666.3002,0.368313260855413,0.6196585043756452,33,6,0
GGMD,Y,F3,창하,6.3156,2343.2251,0.1194321860910266,0.8760309478768664,44,4,0
GBMD,L,F3,산천,6.931,561.9666,0.4132864472301839,0.5732071930558247,147,6,0
KCMD,K,F3,수성,6.6975,378.22440000000006,0.5019523930753564,0.4814465376782078,6,6,0
KCMD,Y,F3,창하,6.5417,376.119,0.4519874146396523,0.5306718776454654,30,4,0
GBMD,Y,F2,수성,6.6613,658.5594999999998,0.3715223332958928,0.616420962971283,70,6,0
JJBB,C,F3,창하,5.8483,1703.1375,0.0712252906662047,0.921870602117479,14,5,0
GBMD,K,F3,산천,6.1267,557.9774,0.3513898640128148,0.6338995489815161,20,4,0
KCMD,K,F3,수성,6.6347,374.7689,0.5056648268301699,0.4777229792604112,95,6,1
JJBB,L,F3,수성,6.8412,1643.9487,0.1921427596494135,0.8013710990435893,12,6,1
KCMD,C,F2,오포,6.8383,355.64810000000006,0.5262596988849494,0.4568728482606238,152,6,0
KCMD,Y,F3,수성,6.9192,390.056,0.4996433092560876,0.4840966068458808,136,6,1
KCMD,P,F2,산천,6.8866,359.0846,0.5157802220662038,0.4668650700782693,3,6,0
GBMD,C,F2,산천,5.4464,557.7447,0.1874269797395492,0.7946666001766733,48,5,0
JJBB,L,F2,오포,6.7838,1641.8769,0.193182990381756,0.8004040832443658,175,6,1
KCMD,L,F1,산천,6.8858,371.9966,0.507413515379305,0.4755651862647337,15,6,0
KCMD,K,F3,창하,6.8755,379.714,0.5017504910346575,0.4811683456883989,10,6,0
GBMD,K,F3,산천,6.3216,545.3198,0.1874275056101186,0.7946256520852155,20,5,0
GBMD,L,F1,오포,6.424,567.2384,0.3555138803894297,0.6311414742698191,3,4,0
JJBB,K,F3,오포,6.3249,1633.4134,0.1603334234156141,0.832877007092705,80,4,0
KCMD,L,F1,산천,6.8264,363.4539,0.5154683316168899,0.4678860710607621,35,6,0
KCMD,C,F2,오포,5.9572,358.29549999999995,0.4648959537572255,0.517768063583815,77,4,0
KCMD,K,F3,수성,6.3594,373.7625000000001,0.4470339370393646,0.5338549105867566,109,4,0
GBMD,Y,F3,오포,6.6992,562.5452,0.412523828962139,0.5740842943157466,6,6,0
